1042,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1043,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1044,6_t1_mprage_sag_iso_1mm,17_resting_state,19_resting_state_ref_PA,15_BOLDmovie
1045,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1046,6_t1_mprage_sag_iso_1mm,15_resting_state,17_resting_state_ref_PA,13_BOLDmovie
1047,6_t1_mprage_sag_iso_1mm,19_resting_state,21_resting_state_ref_PA,17_BOLDmovie
1048,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1049,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1050,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1051,6_t1_mprage_sag_iso_1mm,15_resting_state,17_resting_state_ref_PA,13_BOLDmovie
1052,6_t1_mprage_sag_iso_1mm,15_resting_state,17_resting_state_ref_PA,13_BOLDmovie
1053,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1054,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1055,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1056,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1057,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1058,6_t1_mprage_sag_iso_1mm,15_resting_state,17_resting_state_ref_PA,13_BOLDmovie
1059,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1060,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1061,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1062,6_t1_mprage_sag_iso_1mm,16_resting_state,18_resting_state_ref_PA,14_BOLDmovie
1063,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1064,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1065,6_t1_mprage_sag_iso_1mm,15_resting_state,17_resting_state_ref_PA,13_BOLDmovie_repeat
1066,6_t1_mprage_sag_iso_1mm,13_resting_state,,11_BOLDmovie
1067,6_t1_mprage_sag_iso_1mm,15_resting_state,17_resting_state_ref_PA,13_BOLDmovie
1068,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1069,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1072,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1073,6_t1_mprage_sag_iso_1mm,15_resting_state,17_resting_state_ref_PA,13_BOLDmovie
1074,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1075,6_t1_mprage_sag_iso_1mm,15_resting_state,17_resting_state_ref_PA,13_BOLDmovie
1076,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1077,6_t1_mprage_sag_iso_1mm,15_resting_state,17_resting_state_ref_PA,13_BOLDmovie
1078,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1079,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1080,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1081,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1082,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1083,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1084,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1085,17_t1_mprage_sag_iso_1mm_RepeatScan,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1086,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1087,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1088,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1089,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1090,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1091,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1092,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1093,7_t1_mprage_sag_iso_1mm,14_resting_state,16_resting_state_ref_PA,12_BOLDmovie
1094,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1095,6_t1_mprage_sag_iso_1mm,15_resting_state,17_resting_state_ref_PA,13_BOLDmovie
1096,6_t1_mprage_sag_iso_1mm,15_resting_state,17_resting_state_ref_PA,13_BOLDmovie_repeat1
1097,6_t1_mprage_sag_iso_1mm,17_resting_state,19_resting_state_ref_PA,15_BOLDmovie
1098,8_t1_mprage_sag_iso_1mm,15_resting_state,17_resting_state_ref_PA,13_BOLDmovie
1099,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1100,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1101,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1102,6_t1_mprage_sag_iso_1mm,15_resting_state,17_resting_state_ref_PA,13_BOLDmovie
1103,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1104,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1105,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1106,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1107,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1108,6_t1_mprage_sag_iso_1mm,14_resting_state,16_resting_state_ref_PA,12_BOLDmovie
1109,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1110,7_t1_mprage_sag_iso_1mm,,,
1112,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1113,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1114,6_t1_mprage_sag_iso_1mm,13_resting_state,,11_BOLDmovie
1115,4_t1_mprage_sag_iso_1mm_RR,16_resting_state_RR,18_resting_state_ref_PA_RR,12_BOLDmovie_RR
1116,6_t1_mprage_sag_iso_1mm,,,
1117,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1118,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1119,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1120,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1121,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1122,6_t1_mprage_sag_iso_1mm,15_resting_state,17_resting_state_ref_PA,13_BOLDmovie
1123,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1124,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1125,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1126,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1127,7_t1_mprage_sag_iso_1mm,14_resting_state,16_resting_state_ref_PA,12_BOLDmovie
1128,6_t1_mprage_sag_iso_1mm,13_resting_state,15_resting_state_ref_PA,11_BOLDmovie
1129,7_t1_mprage_sag_iso_1mm,14_resting_state,16_resting_state_ref_PA,12_BOLDmovie
1131,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1132,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1133,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1134,6_t1_mprage_sag_iso_1mm,17_resting_state AP,19_resting_state_ref_PA,15_BOLDmovie
1135,6_t1_mprage_sag_iso_1mm,15_resting_state AP,17_resting_state_ref_PA,13_BOLDmovie
1136,6_t1_mprage_sag_iso_1mm,17_resting_state AP,19_resting_state_ref_PA,
1137,6_t1_mprage_sag_iso_1mm,15_resting_state AP,17_resting_state_ref_PA,13_BOLDmovie
1138,6_t1_mprage_sag_iso_1mm,,,11_BOLDmovie
1139,6_t1_mprage_sag_iso_1mm,15_resting_state AP,17_resting_state_ref_PA,13_BOLDmovie
1140,6_t1_mprage_sag_iso_1mm,15_resting_state AP,17_resting_state_ref_PA,13_BOLDmovie
1141,6_t1_mprage_sag_iso_1mm,17_resting_state AP,19_resting_state_ref_PA,21_BOLDmovie
1142,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1143,6_t1_mprage_sag_iso_1mm,,,7_BOLDmovie
1144,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1145,6_t1_mprage_sag_iso_1mm,15_resting_state AP,17_resting_state_ref_PA,13_BOLDmovie
1146,17_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1147,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1148,7_t1_mprage_sag_iso_1mm,14_resting_state AP,16_resting_state_ref_PA,12_BOLDmovie
1149,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1150,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1151,7_t1_mprage_sag_iso_1mm,14_resting_state AP,16_resting_state_ref_PA,12_BOLDmovie
1152,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1153,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1154,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1155,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1156,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1157,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1158,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1159,6_t1_mprage_sag_iso_1mm,15_resting_state AP,17_resting_state_ref_PA,13_BOLDmovie
1160,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1161,6_t1_mprage_sag_iso_1mm,15_resting_state AP,17_resting_state_ref_PA,13_BOLDmovie
1162,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1163,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1164,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1165,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1166,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1167,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1168,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1169,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1170,6_t1_mprage_sag_iso_1mm,,,9_BOLDmovie_Run2
1171,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1172,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1173,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1174,6_t1_mprage_sag_iso_1mm,15_resting_state AP,17_resting_state_ref_PA,13_BOLDmovie
1175,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1176,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1177,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1179,6_t1_mprage_sag_iso_1mm,15_resting_state AP,17_resting_state_ref_PA,13_BOLDmovie
1180,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1181,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1182,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1183,6_t1_mprage_sag_iso_1mm,15_resting_state AP,17_resting_state_ref_PA,13_BOLDmovie
1184,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1185,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1187,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1188,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1189,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1190,6_t1_mprage_sag_iso_1mm,15_resting_state AP,17_resting_state_ref_PA,13_BOLDmovie
1191,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1192,6_t1_mprage_sag_iso_1mm,15_resting_state AP,17_resting_state_ref_PA,13_BOLDmovie_repeat
1193,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1194,9_t1_mprage_sag_iso_1mm,16_resting_state AP,18_resting_state_ref_PA,14_BOLDmovie
1195,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1196,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1197,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1198,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1199,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1200,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1201,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1202,6_t1_mprage_sag_iso_1mm,15_resting_state AP,17_resting_state_ref_PA,13_BOLDmovie
1203,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1204,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1205,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1206,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1207,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1208,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1209,7_t1_mprage_sag_iso_1mm,15_resting_state AP,17_resting_state_ref_PA,13_BOLDmovie
1210,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1211,7_t1_mprage_sag_iso_1mm,16_resting_state AP,18_resting_state_ref_PA,14_BOLDmovie
1212,6_t1_mprage_sag_iso_1mm,15_resting_state AP,17_resting_state_ref_PA,13_BOLDmovie
1213,8_t1_mprage_sag_iso_1mm,15_resting_state AP,17_resting_state_ref_PA,13_BOLDmovie
1214,6_t1_mprage_sag_iso_1mm,15_resting_state AP,17_resting_state_ref_PA,13_BOLDmovie_Run2
1215,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1216,7_t1_mprage_sag_iso_1mm,14_resting_state AP,16_resting_state_ref_PA,12_BOLDmovie
1217,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1218,6_t1_mprage_sag_iso_1mm,15_resting_state AP,,13_BOLDmovie
1219,6_t1_mprage_sag_iso_1mm,13_resting_state AP,15_resting_state_ref_PA,11_BOLDmovie
1220,6_t1_mprage_sag_iso_1mm,11_resting_state AP,13_resting_state_ref_PA,
